player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day,game_time
Jalen Tolbert,WR,"GB 40 @ DAL 40, Final OT","6 TGT,4 REC,61 REC YD",$10,4.3,8.10,11,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
KaVontae Turpin,WR,"GB 40 @ DAL 40, Final OT","RUSH ATT,4 RUSH YD,4 TGT,3 REC,30 REC YD",$12,7.4,4.90,12,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Savion Williams,WR,"GB 40 @ DAL 40, Final OT","RUSH ATT,RUSH YD,3 TGT,3 REC,22 REC YD",$10,1.7,3.80,13,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Ryan Flournoy,WR,"GB 40 @ DAL 40, Final OT","RUSH ATT,12 RUSH YD,2 TGT,2 REC,14 REC YD",$10,2.2,3.60,14,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Miles SandersQ,RB,"GB 40 @ DAL 40, Final OT","2 RUSH ATT,8 RUSH YD,2 TGT,2 REC,17 REC YD",$15,5.7,3.50,15,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Dallas Cowboys,DEF,"GB 40 @ DAL 40, Final OT","40 PTS ALLOWED,SACK,FUM REC,BLK KICK,2PT",$10,1.0,3.00,16,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Dontayvion Wicks,WR,"GB 40 @ DAL 40, Final OT","4 TGT,2 REC,19 REC YD",$11,4.1,2.90,17,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Luke Schoonmaker,TE,"GB 40 @ DAL 40, Final OT","2 TGT,2 REC,8 REC YD",$10,0.7,1.80,18,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Malik Heath,WR,"GB 40 @ DAL 40, Final OT","TGT,REC,9 REC YD",$10,2.8,1.40,19,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Luke Musgrave,TE,"GB 40 @ DAL 40, Final OT","TGT,REC,6 REC YD",$10,2.1,1.10,20,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Chris Brooks,RB,"GB 40 @ DAL 40, Final OT","TGT,REC,REC YD",$10,1.4,0.60,21,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Hunter Luepke,RB,"GB 40 @ DAL 40, Final OT","RUSH ATT,6 RUSH YD,TGT",$10,0.3,0.60,22,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Christian WatsonPUP,WR,"GB 40 @ DAL 40, Final OT",,$10,6.5,0.00,23,2025-09-29 14:06:22,Week 4,Sunday,8:20 PM (1 NFL Game)
Malik Willis,QB,"GB 40 @ DAL 40, Final OT",,$20,8.6,0.00,24,2025-09-29 14:06:23,Week 4,Sunday,8:20 PM (1 NFL Game)
John FitzPatrick,TE,"GB 40 @ DAL 40, Final OT",,$10,3.0,0.00,25,2025-09-29 14:06:23,Week 4,Sunday,8:20 PM (1 NFL Game)
Jayden ReedIR,WR,"GB 40 @ DAL 40, Final OT",,$10,6.0,0.00,26,2025-09-29 14:06:23,Week 4,Sunday,8:20 PM (1 NFL Game)
Ben Sims,TE,"GB 40 @ DAL 40, Final OT",,$10,1.5,0.00,27,2025-09-29 14:06:23,Week 4,Sunday,8:20 PM (1 NFL Game)
CeeDee LambO,WR,"GB 40 @ DAL 40, Final OT",,$34,10.1,0.00,28,2025-09-29 14:06:23,Week 4,Sunday,8:20 PM (1 NFL Game)
